	CON1	CON2	CON3	CON4	NPT1	NPT2	NPT3	NPT4
Speer4c	0	0	3	0	1	0	0	10
Gm19505	0	0	0	0	0	0	0	0
Ccdc179	1	2	0	0	1	0	5	2
Pdzd7	89	121	80	98	90	87	47	74
Armcx4	869	1004	952	831	2734	2143	1280	1028
Smim43	3	3	3	2	1	2	3	3
Klhl3	131	102	91	127	168	111	62	62
Gm10913	0	0	0	1	0	0	0	0
Btbd8	330	372	388	447	369	361	283	297
Trpc5os	1	0	1	0	0	0	1	0
Scgb2b6	0	0	0	0	0	0	0	0
Gm38425	0	1	2	2	2	1	1	1
Cimap3	99	139	152	182	75	73	64	102
Gm14440	2	6	9	3	6	4	4	6
Zfp648	0	0	0	0	0	0	0	0
Tmem95	14	16	14	18	29	10	3	13
Gm20599	0	0	1	0	0	0	0	0
Tpbgl	13	29	12	15	44	36	32	27
Gm19668	0	0	0	0	0	0	0	0
Olfr936	0	0	0	0	0	0	0	0
Nuggc	4	0	4	11	4	1	1	1
Gm10354	0	0	0	0	0	0	1	4
Bbip1	278	368	378	365	411	349	351	453
Fsbp	0	3	3	3	4	3	4	5
Zfp534	0	0	0	0	0	4	1	1
Hbb-bs	155	983	339	12080	409	581	26308	5421
Lnp1	0	0	0	0	0	0	0	0
Cbarp	123	135	96	192	173	157	100	80
Rpl5	4698	6268	6034	6854	7262	7358	6709	7025
Gng14	1	2	3	8	11	1	0	3
LOC100503733	0	0	0	0	0	0	0	0
Gm14925	0	0	0	0	0	1	0	0
Gm5901	0	0	0	0	0	0	0	0
Ccdc149	166	245	138	173	249	215	157	185
Pet100	154	252	225	192	221	220	198	299
Tpsab1	0	0	0	1	0	0	0	0
Smpd5	35	52	30	60	47	39	31	23
LOC100503923	0	0	0	0	0	0	0	0
Fcor	8	19	13	9	20	10	11	14
Zfp965	5	4	5	7	11	3	5	4
Gm17266	3	8	1	3	2	1	3	9
AY761185	0	0	0	0	0	0	0	0
Acp4	14	16	13	27	63	68	26	22
Gm6040	0	0	0	0	0	0	0	1
Gm15056	1	0	0	0	0	0	0	0
Gm20056	3	5	10	3	8	5	1	0
Ccer2	3	2	2	5	8	4	4	6
Brd3os	39	58	43	75	45	22	18	18
Fam181a	8	6	5	7	8	5	3	3
Prss51	0	1	1	0	1	0	2	3
Cmtm1	1	2	0	0	0	0	1	3
LOC100504180	0	0	0	1	0	0	0	3
Krtap16-1	0	0	0	0	0	0	0	0
Gm8050	0	0	0	0	0	0	0	0
Efcab8	24	20	13	33	167	193	177	87
Mptx2	0	0	0	0	0	0	0	0
Ccdc170	508	547	481	783	356	212	141	220
Gm10591	0	0	0	0	0	0	0	0
2210418O10Rik	10	5	7	7	10	6	7	8
Abhd12b	35	30	40	36	11	18	12	14
Gm20153	0	0	0	0	0	0	0	0
Smim27	37	53	54	47	65	53	59	48
Gm20172	0	0	0	0	0	0	0	0
Gm13304	0	0	0	0	5	0	0	0
H2-Ea	0	1	1	3	0	0	1	3
Tincr	51	82	51	94	50	41	44	39
Spin2d	0	0	0	0	0	0	0	1
Gm21977	0	0	0	0	0	0	0	2
Prr22	9	3	5	4	7	2	1	0
Smlr1	0	1	1	0	0	3	2	0
Dcdc2b	164	210	162	278	182	103	68	107
3425401B19Rik	28	37	44	19	32	35	21	16
Eef1akmt3	1	1	0	1	2	3	0	0
Gm21996	0	0	0	0	0	0	0	1
Gm12880	0	0	0	0	0	0	0	1
Atg14	270	334	280	389	382	349	214	203
Plscr5	4	14	11	9	19	5	9	13
Nat8f6	0	0	0	2	3	2	0	0
Tmppe	407	456	285	425	560	427	294	204
Defa33	0	0	0	0	0	0	0	0
Iqschfp	0	0	0	0	0	0	0	0
Gm20385	0	4	3	0	0	0	3	0
Zfp518b	245	294	213	301	385	283	210	189
Gm11127	0	0	0	0	2	3	0	0
Rell1	387	512	442	560	683	594	455	329
Fer1l5	0	0	0	0	0	0	0	0
Dchs2	85	86	89	102	134	113	68	84
Gm9805	2	4	0	5	1	0	2	4
Oas1d	0	0	0	0	0	0	0	0
Ugt2b38	1	1	0	0	0	0	3	1
Slc15a4	666	759	647	839	813	805	554	563
Gm17416	0	0	0	0	0	0	0	0
Lrrc8c	1017	1403	1098	1220	1991	1653	1243	859
Noc4l	101	116	110	118	223	230	156	137
Nsun5	97	138	87	115	204	153	116	111
N4bp2l1	167	238	220	190	162	140	117	149
Upk3b	1250	1484	801	1304	1110	827	840	923
Psph	94	116	108	115	175	174	174	113
Trrap	2452	3034	2243	3091	3689	2948	1885	1663
Spon2	172	325	192	262	586	236	89	231
Gbp6	215	326	247	256	172	139	77	112
Acacb	373	503	331	469	730	466	229	262
Pds5b	1687	2209	2229	2078	2354	2315	1714	1941
Tent2	805	920	915	913	1089	1057	963	989
Ugt2b34	3	2	0	5	2	0	2	9
Mapre3	297	334	253	364	371	238	186	170
Dcun1d4	599	698	528	701	734	560	437	494
Usp30	242	305	217	284	432	364	236	236
Ube3c	1278	1548	1366	1450	1971	1967	1443	1386
Rita1	69	81	42	55	111	87	74	56
Tbc1d14	579	604	532	690	857	802	624	587
Gm20604	0	2	0	0	2	1	0	0
Gm3411	0	1	0	1	0	0	0	0
Rhox3a2	0	0	0	0	0	0	0	0
Rhox4a2	0	0	0	0	0	0	0	0
Gm9595	0	0	0	0	0	0	1	1
LOC100861655	0	0	0	0	0	0	0	0
Gm6605	1	0	0	0	0	0	0	0
Gm21118	0	0	0	0	0	0	0	0
Potefam3b	25	14	19	23	9	17	19	9
Gm21129	0	0	0	0	0	0	1	0
Gm21136	0	1	0	0	0	0	2	0
LOC100861691	0	0	0	0	0	0	0	0
Gm21149	5	8	9	21	4	0	1	5
Gm21154	0	0	0	0	0	0	0	0
Gm21162	0	0	0	0	0	0	0	0
Gm21170	0	0	0	0	0	0	0	0
Gm21180	0	0	0	0	0	0	0	0
Gm21181	0	0	0	0	0	0	0	0
Anxa2r1	47	48	50	48	32	31	31	34
Gm21190	0	2	0	1	0	1	0	0
Gm21191	0	0	0	0	0	0	0	0
Gm3371	0	0	0	0	0	2	1	3
Gm21242	0	0	0	0	0	0	0	0
Gm21245	0	0	0	0	0	0	0	0
Gm21258	0	0	0	0	0	0	0	0
Gm21292	0	0	0	0	0	0	0	0
Gm21293	0	0	0	0	0	0	0	0
Gm21304	0	0	0	0	0	0	0	0
Gm21310	0	0	0	0	0	0	0	0
Gm21312	0	0	0	0	0	0	0	0
Gm21317	0	0	0	0	0	0	0	0
Eif1ad19	1	3	0	3	0	0	0	4
Mup22	0	0	0	0	0	0	0	2
Btbd35f23	0	0	0	0	0	0	0	0
Gm21366	0	0	0	0	0	0	0	0
Gm21379	0	0	0	0	0	0	0	0
Gm11236	0	0	0	0	0	0	0	0
Gm21409	0	0	0	0	0	0	0	0
Gm21425	0	0	0	0	0	0	0	0
Gm21440	0	0	0	0	0	0	0	0
Cfap99	101	64	86	147	54	33	17	13
Btbd35f29	0	0	0	0	0	0	1	0
Gm21451	1	0	0	0	0	1	0	0
Gm21454	0	0	0	0	0	0	0	0
Gm16867	0	1	0	0	0	0	0	0
Spin2i	0	0	0	0	0	0	0	0
LOC100862115	0	0	0	0	0	0	0	0
Spin2e	0	0	0	0	0	0	0	1
Defa36	0	0	0	0	0	0	0	0
Ccl21d	0	0	0	0	0	0	0	0
Gm2892	0	0	0	0	0	0	0	0
LOC100862180	0	0	0	0	0	0	0	1
LOC100862192	0	0	0	0	0	0	0	0
LOC100862202	0	0	0	0	0	0	0	0
Gm6712	210	275	290	256	289	273	262	370
Gm21559	3	2	0	0	5	1	0	1
Gm21571	0	0	0	0	0	0	1	0
LOC100862245	0	0	0	0	0	0	0	0
Gm21586	0	0	0	2	0	0	0	0
Fam205a3	0	0	2	0	1	3	0	0
Btbd35f25	0	0	0	0	0	0	2	1
Spin2j	0	0	0	0	0	0	0	0
Btbd35f22	0	0	0	0	0	1	0	0
Gm21647	0	0	0	0	0	0	0	0
Btbd35f21	0	0	0	0	0	0	0	0
Gm21660	0	0	0	0	0	0	0	0
Gm21941	0	0	0	0	0	0	0	2
Gm21663	0	0	0	0	0	0	0	0
Gm21671	0	1	0	0	0	0	0	0
Gm21672	0	0	0	0	0	0	0	0
Gm21677	0	0	0	0	0	0	0	0
Gm21678	0	0	0	0	0	0	0	0
Gm21680	0	0	0	0	0	0	0	0
Btbd35f9	0	0	0	0	0	0	0	0
Gm21683	0	0	0	0	0	0	0	1
Entpd4b	1	2	1	3	42	4	1	1
Gm21693	0	0	0	0	0	0	0	0
Gm21698	0	0	0	0	0	0	0	0
Btbd35f8	0	0	0	0	0	0	0	0
Gm21704	0	0	0	0	0	0	0	0
Gm21708	0	0	0	0	0	0	0	0
Hscb	63	78	64	96	109	120	67	65
Chpf2	846	968	665	1080	1616	1435	1089	815
Tyw1	276	321	248	344	464	320	247	169
Emilin1	730	944	641	824	2385	1455	718	706
Rab28	585	704	627	652	822	813	712	716
Nfxl1	440	530	469	591	704	701	631	581
Akap9	3987	5197	5150	5183	5169	4977	3980	4261
Zfp513	141	193	105	215	253	196	129	120
LOC101055663	1	4	2	0	3	0	0	0
Heatr4	7	10	10	11	28	27	11	25
Lipo2	5	4	0	5	2	8	3	1
LOC101055672	3	4	3	10	0	1	2	3
Gm50470	3	3	0	0	3	0	1	1
Gm29721	1	1	0	3	3	2	2	2
Gm2974	0	0	0	0	0	0	1	1
Gm7592	0	0	0	0	0	0	0	0
Gm8032	0	0	0	0	0	0	0	0
Gm29726	0	0	0	0	0	0	0	0
Tmem167-ps1	0	0	0	0	0	0	0	2
Gm29733	0	0	0	0	0	0	0	0
Gm29735	0	0	0	0	0	0	0	0
Gm11239	0	0	0	0	0	0	0	0
Gm4513	0	0	0	0	0	0	0	0
Gm29740	0	0	0	0	0	0	0	0
Gm15246	15	18	25	31	23	28	24	22
Gm10320	1	0	2	1	3	1	0	2
Gm14438	0	1	0	2	2	0	1	1
Kif19b	9	17	12	24	20	14	17	11
LOC101055951	0	0	0	0	0	0	0	0
Gm29753	0	0	0	0	0	0	0	0
Gm14569	43	25	52	39	108	129	134	92
Gm29758	0	0	0	0	0	1	0	2
Btf3-ps17	0	0	0	0	0	0	0	0
Gm28802	0	0	0	0	0	0	0	0
Gm7206	1	4	7	2	1	7	10	13
Gm28455	14	8	13	12	11	9	15	17
Gm29770	0	0	1	0	0	0	0	0
Zfp990	0	0	0	0	0	1	0	0
Gm16510	2	1	1	0	0	2	0	0
Cirop	15	17	21	19	21	19	19	14
Gm7094	0	0	0	0	0	0	0	0
Gm17026	0	0	0	0	0	0	0	0
Gm8104	1	0	1	0	0	0	0	2
Gm5116	0	0	0	0	0	0	0	0
Gm28998	0	0	0	0	0	0	0	0
Gm29797	19	28	17	27	30	18	19	18
Gm28576	0	0	0	0	0	0	0	0
Gm29802	0	0	0	0	0	0	0	0
Gm29808	0	0	0	0	1	0	2	3
Zfp282	408	473	296	463	569	509	324	286
Ttll3	391	403	313	512	268	160	137	134
Snx21	276	398	280	336	590	426	242	274
Tmem168	1064	1380	1368	1260	1454	1527	1370	1391
Rpusd3	104	76	71	100	96	89	68	57
Itfg2	141	184	135	175	224	202	158	114
Bmt2	611	728	878	690	845	852	680	817
Pot1a	323	449	394	393	485	456	398	370
Parp11	277	316	276	346	323	276	169	198
Zfp956	113	127	119	154	130	130	98	108
Hepacam2	83	108	124	83	37	43	29	30
Tada3	203	216	149	200	265	273	160	127
Tra2a	1268	1452	1246	1543	1452	1482	1103	1142
Wdr91	358	404	287	404	563	476	307	277
Brk1	1000	1095	947	1158	1536	1273	902	973
Dyrk4	2	3	5	8	3	4	2	0
Eogt	1287	1637	1505	1642	1805	1688	1132	1116
Fbxl14	429	515	408	634	732	545	402	347
Prrt4	78	98	48	108	321	164	74	58
Adamts9	1176	1479	1057	1442	2471	2568	2078	1415
Ceacam15	0	0	0	1	0	0	0	0
Dhx32	413	502	387	547	771	762	605	474
Phrf1	941	968	757	1001	1388	1219	783	640
Plekha1	2271	2904	2470	2613	3155	2902	2311	2343
Slco2b1	267	353	350	364	345	428	319	312
Hbb-bt	25	115	53	1426	41	52	2221	455
Evi2	0	0	0	0	0	1	0	0
Ric8a	811	967	802	969	1478	1263	892	900
Inpp5f	755	806	734	830	1000	868	667	633
Plekhg2	516	547	382	651	848	644	443	350
Hsd3b7	455	621	512	512	760	755	518	438
Mob2	565	697	569	717	997	826	631	541
Klk9	12	18	16	18	21	10	6	9
Prkd2	750	925	573	926	1142	705	461	340
Wtip	258	257	164	241	397	372	261	243
Zfp575	4	2	0	0	1	5	1	5
Ccp110	703	798	761	858	894	849	559	658
Vrk3	261	301	261	306	443	356	230	199
Efl1	327	423	336	440	502	547	451	336
AI467606	269	334	246	328	253	195	129	170
E430018J23Rik	93	129	102	109	181	153	108	91
Grwd1	95	107	72	112	288	287	225	114
Nlrp6	1	2	0	3	7	6	4	4
Pwwp2b	395	501	382	469	590	479	293	356
Spty2d1	728	992	948	988	1312	1383	1150	1080
Trim68	226	258	191	271	290	251	207	209
Numa1	3098	3803	2771	3996	4547	3485	2056	2005
Psip1	885	1120	1139	990	1079	1068	880	1077
Acp7	17	9	11	22	16	10	3	13
Ano1	2071	2668	2205	2358	3330	3352	2851	2043
Spred3	82	103	41	72	169	108	98	49
Faap24	37	54	48	42	82	79	49	48
AW146154	183	256	257	245	221	264	215	284
Ints4	645	829	671	817	955	903	809	662
Rrp8	198	244	179	222	387	429	337	229
Unc45a	514	567	424	653	929	830	499	451
Igflr1	106	102	84	112	106	89	46	72
Sf3b3	1477	1691	1243	1829	2453	2235	1637	1290
D8Ertd738e	497	585	499	505	875	722	575	562
Usb1	175	198	178	242	283	236	155	141
Champ1	291	405	297	407	539	412	335	252
Ces2a	1	0	0	0	0	1	1	2
Smim19	138	149	138	181	183	176	117	119
Exoc8	904	1072	790	1026	1293	1368	900	784
Gadd45gip1	133	144	109	161	297	244	169	163
Plekhg4	10	12	12	8	22	31	29	7
Phkb	1079	1374	1249	1501	1319	1235	1025	1142
Arhgef18	1659	1860	1581	1876	2615	2299	1604	1552
Mtus1	3238	3821	3028	4164	3475	2923	1827	1671
Dohh	80	83	86	126	195	163	124	104
Psme3ip1	299	359	298	370	503	511	307	278
Enkd1	39	40	23	54	57	47	19	32
Snx25	2348	3004	2941	3023	3991	3528	2350	2951
Taf5l	295	353	269	365	501	446	365	272
Prmt9	298	391	362	369	472	531	437	377
Zdhhc7	430	431	342	456	695	532	383	286
Snapc2	107	101	87	134	203	182	129	96
Ak6	89	130	109	112	148	168	172	150
Gpat4	710	842	598	809	1334	1249	750	608
Cpne7	4	14	5	16	27	13	25	13
Cyp4v3	689	980	870	1001	1253	1471	1108	1084
Lbhd1	3	2	2	0	3	13	12	1
Dcun1d2	330	464	360	421	525	512	390	416
Ankrd10	1333	1541	1138	1623	1686	1498	1038	1105
Cog4	725	828	694	937	1115	1040	734	661
Myzap	1721	2233	1970	2066	3898	3193	1938	1641
Clk3	539	663	490	676	760	757	426	424
Hinfp	534	619	455	671	717	568	462	433
Lars2	980	779	765	1084	1106	808	829	899
Dennd4a	1810	2288	2305	2263	2212	2537	2066	1933
Xndc1	61	93	41	85	115	78	77	56
Xntrpc	0	0	0	0	0	0	0	0
Xylb	55	55	30	112	140	97	61	66
Imp3	302	381	302	416	495	445	351	273
Pls1	442	515	470	481	663	784	738	589
Cmtm7	139	171	106	190	194	171	123	89
Ano10	582	653	516	625	869	853	606	490
Slc22a13	0	0	0	0	3	1	5	4
Esp5	0	0	0	0	0	0	0	0
Gm44501	0	0	0	0	0	0	0	0
Alg9	264	421	299	394	474	452	324	293
Plekho2	464	566	416	615	1056	807	541	379
Snx19	825	1055	835	1119	1444	1220	938	808
Rpp25	10	12	3	15	7	10	5	12
Mapkapk3	433	510	409	542	559	505	318	374
Gm29825	0	0	0	0	1	0	0	4
Gm17078	0	0	0	0	0	0	0	0
Gm29958	0	0	0	0	1	0	0	0
Gm29975	1090	1252	914	1257	1218	1034	778	654
Gm29986	0	0	0	0	0	0	0	0
Gm29987	18	33	30	25	21	41	24	44
4930512M02Rik	0	0	0	0	0	0	0	0
Gm272	0	1	0	0	0	7	4	3
Gm30083	2	0	0	0	2	0	0	8
Ndufb1	221	357	355	343	403	431	545	626
Gm13149	0	0	0	0	0	0	1	0
Gm5928	26	24	16	27	22	16	19	15
Gm30155	16	17	8	19	14	18	12	8
Acad11	408	564	439	601	585	475	342	399
Gm3727	0	0	0	0	0	0	0	0
Gm18905	0	0	0	0	15	22	12	10
Gm30302	0	0	0	0	1	2	5	3
Gm8062	3	6	0	6	20	7	3	4
Gm9119	0	0	0	0	0	0	0	0
Gm30447	215	239	233	255	239	212	198	203
Gm9133	0	0	0	0	0	0	0	0
Rpl17-ps8	7	11	12	12	10	5	15	10
Gm30500	0	0	0	0	0	0	0	0
Gm30502	6	5	2	4	12	8	10	7
Gm30534	0	0	0	0	1	0	0	1
Gm17330	0	1	0	2	0	0	1	2
Gm30599	25	26	19	20	25	14	9	28
Gm30679	2	7	0	7	1	0	1	0
Gm30698	32	26	21	32	28	26	16	13
Gm30706	60	52	40	30	71	53	22	53
Gm30732	23	20	18	40	29	19	26	17
Gm30733	5	7	5	3	2	6	0	3
Gm19774	1	0	0	1	8	4	2	4
Scgb2b4-ps	0	0	0	0	0	0	0	1
Gm30737	0	0	0	0	0	0	0	0
Rnf212b	1	1	1	0	0	4	5	4
Gm6293	1	2	0	3	6	9	1	2
Gm30990	22	35	23	31	33	11	9	15
Gm5329	0	0	0	0	0	0	0	0
Pramel41	0	0	0	0	0	0	0	0
Gm31035	0	0	0	0	0	0	0	0
Gm31047	0	0	0	0	0	0	0	0
Gm4631	8	2	0	2	2	3	2	3
Gm11633	29	33	29	34	22	19	9	6
Gm31160	7	4	6	7	5	7	5	18
Scgb2b13-ps	0	0	0	0	0	0	0	1
Gm31255	126	203	176	148	110	108	84	89
Gm11100	10	15	15	22	10	11	12	9
Gm31309	0	6	3	5	0	8	4	4
Gm31328	0	0	0	0	0	0	0	0
Gm31332	81	71	71	87	82	54	22	51
Gm31493	0	0	0	0	0	0	0	0
Gm10130	50	56	55	57	64	51	64	65
Gm31513	198	210	142	217	192	148	86	88
Gm31526	0	0	0	0	0	1	0	0
LOC102633783	0	0	0	0	0	0	0	0
Gm12770	0	0	0	0	0	0	0	0
Gm3785	0	0	0	0	0	0	0	0
Gm31606	4	0	1	1	4	1	29	54
Gm31649	0	1	0	0	0	1	0	0
Gm31665	23	50	37	36	61	39	32	20
Gm31714	0	0	0	0	0	0	0	0
LOC102634078	61	69	57	65	62	74	40	59
Gm6025	0	0	0	0	0	0	0	1
Gm31895	0	0	0	0	0	0	2	0
Gm4779	0	1	0	0	0	2	2	4
Gm16506	0	0	0	0	0	0	0	1
1110002E22Rik	21	32	10	18	30	33	38	33
Gm5316	1	5	2	4	4	4	1	3
Gm6569	7	9	2	7	15	11	2	4
Ndufab1-ps	7	5	3	1	9	2	9	9
LOC102634529	0	0	0	0	0	0	0	1
Gm3642	0	0	0	0	0	0	1	0
Gm32234	284	420	278	358	367	248	151	185
Gm32280	30	17	17	31	13	110	102	99
Gm38469	7	20	14	19	18	9	16	15
Gm7945	0	0	0	0	0	0	0	1
Gm32436	10	12	10	14	17	19	6	7
Gm7954	0	0	0	0	0	0	3	0
Gm24392	0	5	0	0	1	2	4	0
Gm32584	1687	1995	1546	1550	1567	1507	1540	2035
Gm3327	0	0	0	0	0	0	0	0
Gm29627	0	0	0	0	0	0	0	0
Gm32676	0	0	0	0	0	1	0	0
Gm32687	89	92	91	90	77	101	62	103
Cdc5lrt1	1	1	0	3	0	1	0	1
Gm32719	11	22	23	18	11	13	19	34
Gm32742	53	63	60	104	15	8	9	28
Gm32802	4	9	7	6	16	19	6	2
Malrd1	1	0	0	3	3	1	0	4
Gm6993	0	0	0	0	0	0	0	0
Gm32856	307	328	365	294	351	321	271	389
Gm6482	0	0	0	0	0	0	0	0
Gm17434	9	8	6	10	26	28	26	14
Gm32886	1	1	0	1	7	1	1	2
Gm21756	0	0	0	0	0	0	0	0
Gm32916	0	1	2	0	0	1	7	2
Gm32936	0	0	0	0	0	0	0	1
Gm32966	0	0	0	1	0	0	0	2
Gm28729	88	132	90	169	71	31	15	25
Gm7209	0	0	0	0	0	0	0	0
Gm33049	1	3	3	4	2	2	2	1
Gm33084	0	0	0	0	0	0	0	0
Gm33099	0	0	0	0	0	0	1	2
4933407O12Rik	2	7	4	2	2	1	5	5
Gm33146	0	0	0	0	0	0	0	0
Gm33153	311	420	340	279	451	356	346	308
Gm15067	0	0	0	0	0	0	0	0
LOC102635990	2	1	0	1	3	2	4	4
Scgb1b10	0	0	0	0	0	0	0	0
Tmem274	7	9	0	4	14	6	4	9
Ccdc168	0	0	0	0	0	0	0	0
Zfp640	0	0	0	0	0	0	0	0
4930519L02Rik	0	0	0	0	0	0	0	1
Gm14037	0	0	0	0	0	0	0	1
Gm33532	0	0	0	1	0	0	0	1
Gm29258	0	0	0	0	0	0	0	0
Gm8020	0	0	0	0	0	0	0	0
Gm5955	0	0	0	0	0	0	0	0
LOC102636558	0	0	0	0	0	0	0	1
Gm21062	0	0	0	0	0	1	1	0
Gm38490	0	0	0	0	0	0	0	0
Gm33666	1	0	0	0	0	6	3	0
Gm33700	0	0	0	0	0	0	0	4
Gm33726	0	0	0	0	0	0	0	0
Lcn15	0	0	0	0	0	0	0	5
Gm3187	0	0	0	0	0	0	0	0
Gm33778	0	0	0	0	1	0	0	0
Gm33798	0	0	0	0	0	0	0	0
Gm33828	0	0	0	0	1	2	1	0
Gm4275	29	47	27	29	24	33	25	28
Gm33851	1	5	0	3	6	6	10	7
Gm33869	99	126	105	104	110	108	55	78
Gm33888	0	0	0	0	0	0	0	0
Acte1	2	0	0	0	6	1	2	2
Gm33933	0	0	0	0	0	0	0	1
Gm6358	0	0	0	0	0	0	0	0
Gm33989	2647	3173	2859	2936	2951	2577	1980	2465
Gm34005	0	0	0	0	0	0	0	0
Gm12854	63	66	60	82	100	84	57	95
Gm21241	0	0	0	0	0	0	0	0
Scgb1b15	0	0	0	0	0	0	0	0
Gm34066	0	0	0	0	0	0	0	0
Gm10061	0	0	0	0	0	0	0	0
Gm10037	25	29	25	26	28	25	20	24
Gm7735	0	0	0	0	0	0	0	0
Gm34296	16	18	14	12	15	11	2	21
Gm34298	3	5	2	1	0	4	2	1
Strit1	0	0	0	0	0	0	1	0
Gm34303	0	3	2	0	2	0	1	1
Gm34324	7	8	13	7	17	15	10	11
Gm38499	27	30	18	36	54	30	44	31
Gm34362	44	54	38	76	53	28	13	34
Scgb1b17	0	0	0	0	0	0	0	0
Gm34396	0	0	0	0	0	0	0	0
Ly6l	0	0	0	0	0	0	0	0
Gm34521	0	0	0	0	0	0	0	0
LOC102637806	0	0	0	0	0	0	0	0
Gm21976	11	12	13	26	23	21	18	23
Gm17027	0	0	0	0	0	0	1	0
Gm34531	0	0	0	0	0	0	0	1
Gm6003	0	0	0	0	0	0	0	0
Gm10476	3	0	0	1	0	0	3	0
Gm34566	0	0	0	0	0	0	0	0
Gm34593	0	0	0	0	0	0	0	6
Gm38503	23	39	22	31	13	24	6	8
Gm34646	0	0	0	0	0	0	0	2
Gm34650	0	0	0	0	0	0	0	2
B3galt9	8	2	2	0	26	26	35	16
LOC102638047	2	1	1	0	0	0	1	7
Ccdc188	16	13	8	14	20	6	8	9
Gm34733	0	0	0	0	0	0	0	0
Gm34768	6	6	12	10	0	0	0	0
Gm34826	0	0	0	0	0	0	0	0
Gm14769	10	9	5	10	3	6	3	3
1700014D04Rik	0	0	0	0	5	8	10	3
Gm34962	31	44	26	34	43	35	57	32
Gm35004	0	0	0	0	0	0	0	0
Gm15732	8	10	7	10	17	6	8	3
Tex51	3	8	11	13	12	10	9	7
Gm35078	1	0	1	3	0	3	0	1
Gm35083	6	2	2	4	4	6	4	3
Gm38510	0	0	0	0	0	0	0	0
Gm35091	0	0	0	0	0	0	0	0
Gm35134	0	0	0	0	0	0	0	0
Gm35174	0	0	0	0	0	0	0	0
Gm14428	0	3	0	0	0	2	0	2
Gm35185	0	0	0	0	0	0	0	0
Gm35257	0	0	0	0	0	0	0	0
Tle7	0	0	0	0	0	0	0	2
Gm35315	14	12	31	22	17	23	29	33
Gm35339	97	129	94	153	139	87	56	88
Gm35342	0	0	0	0	0	0	0	0
Gm20346	35	27	21	40	34	20	16	9
Gm21737	0	0	0	0	0	0	0	0
Gm6619	0	0	0	0	0	0	0	0
Gm35364	8	7	5	7	7	3	6	1
Gm35427	0	0	0	0	0	0	0	0
Gm3993	0	0	0	0	0	0	0	4
Scgb2a2	0	0	0	0	0	1	2	0
Ankrd40cl	71	66	46	91	104	99	67	68
Cdv3-ps	1	11	4	2	2	7	7	3
Gm35549	6	3	6	20	15	8	6	4
Gm35586	0	0	0	0	0	0	0	0
Gm35588	7	7	4	4	10	12	5	11
Gm35751	0	0	1	0	0	0	4	0
Zfp969	26	22	17	25	22	23	17	35
Ifi206	0	0	0	0	0	0	0	0
Gm35857	25	25	19	19	25	19	14	14
Gm14296	11	16	15	11	26	16	9	8
Vamp9	13	15	16	25	41	31	23	24
Gm2007	1	0	1	2	0	13	6	2
Gm21297	18	24	15	15	25	15	15	19
Gm35953	0	0	0	0	0	0	0	0
Gm14421	65	62	53	56	70	63	52	96
Gm3072	0	0	0	0	0	0	0	0
Btnl12	6	2	12	16	7	6	7	12
Gm6686	0	0	0	0	0	0	0	0
Gm36049	0	0	0	0	0	0	0	3
Anxa2r2	4	0	1	0	3	0	1	0
Gm38523	4	0	1	1	3	8	3	2
Gm36118	72	83	43	89	78	62	35	38
Gm10157	15	17	16	10	37	22	20	25
Gm36176	0	0	0	0	0	0	0	0
Gm36182	1	1	0	0	3	5	11	1
Gm11971	0	0	0	1	2	10	14	4
Gm36210	1	4	3	6	11	10	12	13
Dynapl1	0	0	0	0	0	0	0	1
Gm36298	121	142	137	166	137	124	99	172
Gm38525	46	41	85	53	74	77	55	71
Gm36323	0	0	0	0	0	0	0	0
Gm36327	0	0	0	0	0	0	0	0
Gm36375	800	903	654	859	848	715	499	524
Gm2956	1	0	0	0	3	1	4	5
Gm12502	0	1	0	0	1	1	0	0
Gm36448	0	0	0	0	0	0	0	0
Gm7138	0	0	0	0	0	0	0	0
Cdhr17	0	3	3	1	3	0	1	6
Gm36627	0	0	0	0	0	0	0	0
Gm5165	232	261	339	289	285	306	319	397
Gm15793	0	0	0	0	0	0	0	0
Gm36712	159	168	139	148	148	150	111	155
Gm36718	0	0	0	0	0	0	0	0
Gm36722	109	131	88	104	154	130	68	115
Gm6340	0	0	0	1	0	0	0	0
Gm21818	0	0	0	0	0	0	0	1
Gm36789	0	0	0	0	8	11	7	6
Gm17079	1	0	0	0	0	0	0	0
Gm36864	9	14	4	5	6	8	7	11
Pvrig	4	3	3	1	2	3	2	5
Gm38529	55	67	74	64	61	75	58	65
Gm38538	0	1	0	0	0	0	1	0
Gm17175	0	0	0	0	0	0	0	3
Gm38564	0	1	0	0	0	0	0	2
Gm38574	0	0	0	0	0	1	0	0
Gm6871	0	0	0	2	0	1	0	0
Percc1	88	94	62	138	37	41	18	15
Gm38656	0	0	0	0	0	0	0	1
Gm38664	0	0	0	0	0	0	0	0
Oaf	57	91	56	66	159	157	90	74
Cd276	56	77	59	83	89	80	57	45
Slc6a20a	31	50	53	58	41	33	36	28
Phldb1	990	1079	734	1158	1968	1712	951	680
Lrrc49	285	341	286	350	454	391	324	266
Bbs4	193	271	238	321	309	291	240	251
Tcta	604	798	621	741	1073	1068	767	671
Slc6a8	445	565	428	510	867	856	590	474
Pls3	3474	4217	4373	4448	5637	6807	6708	5083
Radx	17	16	9	23	2	5	8	14
Gm21992	36	36	31	23	48	33	33	29
